Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Cuba,CUB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,583.3237513,695.7054592,803.9951271,970.4607903,1090.491801,1221.942177,1277.828603,1302.981638,1623.818419,1767.284088,1776.621658,1782.917166,1845.154996,1944.626163,2092.726717,1965.091416,2062.596322,2123.774275,2289.740547,2234.726586,2345.003575,1987.641542,1808.593409,1832.156011,2315.933586,2424.406941,1973.547941,1991.967893,2019.886318,2204.052051,2342.287011,2439.299129,2582.991041,2756.581078,2908.208379,3249.255975,4025.032448,4342.66462,4569.264168,4676.68762,4820.535159,5177.113494,5500.680413,5820.591153,6080.921,6625.862158,6928.870381,,,,
Curacao,CUW,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,1015.598903,1321.285227,1721.800274,2272.526349,3738.263917,3522.794527,3596.443868,3526.68113,3675.05444,3862.731795,4791.877285,5690.998656,6504.760261,6860.851027,8234.977443,8285.164419,9659.716206,8995.385465,9920.796412,12344.16553,12243.20487,11427.63369,13481.23504,12429.51639,11359.15178,11981.18978,13328.39982,17068.42311,19696.56942,20796.30728,22245.88201,25815.74632,30858.81974,28317.28079,26880.73529,29341.80845,25153.29732,23796.79817,22744.4646,20028.36278,20331.4779,22234.69469,26327.56224,,
Czech Republic,CZE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3111.13573,3644.015171,4519.682067,5061.128075,4598.999858,4943.4294,4772.58882,4525.078052,4941.181759,5989.336127,7322.504754,8672.484086,9986.380847,11192.28788,13512.47665,16552.84576,14094.46419,14052.78378,15359.34055,14203.03807,14308.23296,14104.35462,12778.6986,13395.38347,14972.11269,,,
Germany,DEU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2420.36561,2781.474508,3310.623563,4388.717626,4867.387479,5345.695586,5704.04783,6598.541905,8169.819758,9671.932046,10334.67732,8600.514012,8304.830551,8295.276675,7863.247013,7966.077057,11388.12842,14069.65263,15242.32249,15135.63164,19017.42384,19771.81831,22311.83672,21371.40941,22642.81027,26437.25083,25447.6087,22430.91414,22614.39844,22102.59782,19499.56344,19428.43731,20510.20642,24727.57325,28410.07673,28837.6947,30765.58102,35115.12533,37929.07869,34718.0694,34848.99668,39510.82987,36959.53505,38933.8101,40300.84672,34715.75811,35641.27399,37540.83824,40284.96091,,
Djibouti,DJI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.7708318,734.8882461,718.9909572,743.1424304,735.9154997,714.0410028,700.321173,687.0542463,702.1618017,709.8373097,716.126077,728.2731819,758.1545194,800.2851801,836.685359,893.6442501,968.6804699,1120.134314,1144.846693,1199.364357,1279.596977,1402.373628,2072.407415,2231.372975,2435.539514,2554.4509,2614.568535,2785.076867,,
Dominica,DMA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,948.2317227,1071.353411,1167.769576,1286.3039,1412.205339,1558.017699,1784.538639,2031.84297,2325.755782,2494.814097,2713.055489,2911.744648,3114.182994,3274.88565,3456.449492,3567.045698,3737.455653,3914.619109,4229.387571,4235.476328,4073.054182,4312.145315,4163.487771,4281.554942,4480.721668,4446.2204,4933.80007,5209.712521,5643.391763,5867.190558,5904.577351,5737.996178,5429.575443,5568.703588,5811.852185,5720.139293,6211.813602,5276.417282,5567.533564,,
Denmark,DNK,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2941.50356,3252.298881,3943.026125,5290.32129,5744.766734,6809.628261,7554.959218,8443.500834,10249.40236,11792.15192,11625.42726,9901.04909,9631.664627,9692.463244,9431.305091,9985.750037,14187.01591,17587.54046,18363.80913,17637.74747,21551.49548,21535.62115,23729.79478,22180.10739,24293.85368,28806.55237,29026.07581,26711.46013,27337.28089,27399.41536,24678.1563,24863.42837,26837.65562,32687.04088,38021.22172,40240.30694,43187.47243,47956.36876,52192.93129,47565.08749,48020.20807,51290.35265,48737.90339,51904.38867,53743.43231,45799.35156,46831.60592,48741.85592,52641.13452,,
Dominican Republic,DOM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,343.9568778,406.8379706,458.2503275,554.7237277,666.3474858,712.709602,794.7285685,824.8817995,933.55606,1048.744591,1115.459727,1210.101013,1275.555661,1493.823422,694.7794841,849.5950928,781.5408279,692.7420679,860.89081,900.4624648,1222.844367,1415.693884,1562.513452,1740.608691,1921.698908,2103.859529,2285.403788,2451.375058,2447.473876,2630.434357,2743.795181,2871.659423,2139.113949,2162.018662,3538.236263,3686.638051,4157.375291,4663.700699,4651.705543,5111.796926,5408.592838,5580.437706,5592.144755,5929.187034,6281.191655,6560.187543,6803.618013,7197.232413,,
Algeria,DZA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,279.8190113,290.7420368,371.1642203,451.1281451,596.3878688,703.9455809,754.8392201,821.2812135,1056.42613,1057.797256,1446.347633,1602.757914,1648.040875,1766.806571,1918.019441,2015.544275,2260.147292,2263.560508,1947.202301,1760.801176,1868.877003,1357.326851,1426.999478,1436.385524,1184.544361,1123.329647,1194.812822,1245.695523,1289.365478,1224.961311,1284.50041,1324.005301,1332.039788,1540.403765,1884.99846,2059.255101,2286.545182,2760.184081,3434.417211,2923.520131,3401.323437,3959.591386,4054.128739,4040.921514,4105.623425,3283.164557,3272.986989,3248.465856,3098.851733,,
East Asia & Pacific (excluding high income),EAP,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,102.1557495,106.5629625,117.7061947,143.8119459,154.437309,168.6819444,166.0673343,187.823067,177.8087065,190.3645915,214.888195,229.5868264,243.9957978,252.9578808,271.3770125,293.6225164,286.7716581,269.1147458,306.6384164,333.9525197,348.1075719,380.514332,422.3643077,456.6969455,544.4563494,654.183074,738.7681286,753.6960136,675.8731136,732.742328,788.9008056,821.2522146,906.8504732,1012.913837,1141.591153,1292.462779,1532.560797,1903.294717,2324.490159,2551.106907,3009.525255,3540.576099,3979.178713,4366.920402,4753.195865,4957.21797,5057.421067,5448.79043,6194.12885,,
Early-demographic dividend,EAR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,201.001511,211.225547,225.8900493,276.5254193,358.9121955,378.9387005,392.8153178,422.7861678,464.729414,519.3808139,634.9794433,710.4504724,676.0521835,663.7836434,642.486925,649.813235,648.3760042,630.7639286,659.2445652,645.1054215,734.8459759,776.4801401,841.1061119,911.5568496,939.3211737,938.1211949,996.8595216,1054.613612,1031.33547,1060.90434,1114.952492,1085.322648,1038.706605,1126.516883,1273.906261,1448.298337,1633.51467,1920.696565,2110.536022,2052.071453,2451.757348,2675.477608,2764.755794,2783.201649,2870.430758,2796.638434,2824.448458,3000.672815,2988.962642,,
East Asia & Pacific,EAS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,274.2502023,296.0490171,357.5241687,460.3712586,513.59104,552.9579832,595.9549749,698.1522764,871.4070415,912.8716457,958.0235336,1039.269326,1003.709124,1055.284467,1112.72089,1156.293652,1491.041372,1706.453728,2037.54949,2071.13567,2113.264017,2345.468073,2503.478646,2751.902175,3046.004651,3437.654998,3272.714159,3067.399965,2682.658191,2972.258368,3190.29918,2936.800916,2966.402056,3257.547992,3624.037593,3817.511705,4012.467213,4447.286453,5007.590204,5157.067892,5968.690967,6777.510507,7271.698003,7300.246667,7535.157619,7489.273289,7730.100121,8164.841415,8943.136341,,
Europe & Central Asia (excluding high income),ECA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.885409,1382.203996,1128.053985,1242.168412,1369.982363,1465.574657,1431.901144,1249.753259,1402.8282,1357.451756,1574.392956,1986.576066,2676.546437,3383.804312,4124.661885,5393.619778,6569.939141,5122.344495,6197.371933,7603.917281,8090.078075,8544.607745,7891.817605,6063.869441,5685.626662,6311.884282,6210.117069,,
Europe & Central Asia,ECS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1149.659331,1284.156026,1522.979464,1920.533105,2134.788951,2464.408962,2543.966384,2844.257101,3466.539366,4184.05519,4657.944905,4078.352033,3896.225549,3754.672371,3590.332682,3689.027861,5038.856541,6183.141094,6853.923399,6935.277977,8542.591679,8798.478239,9534.485787,8684.512838,9119.99728,10475.95464,10732.33034,10213.42533,10558.98849,10443.43718,9785.251312,9838.583099,10707.5722,13025.18399,15184.81087,16113.47332,17360.351,20128.84139,21705.19696,19015.40533,19480.4654,21481.06465,20565.09189,21391.22195,21606.88419,18567.38232,18427.01887,19458.00001,20593.17538,,
Ecuador,ECU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,452.8153999,422.2835929,469.3798226,536.9320261,861.8537997,1021.855607,1151.889832,1377.638165,1429.429971,1538.328389,1888.570058,2304.011951,2045.506054,1642.097097,1564.818409,1558.053845,1404.892372,1239.342009,1069.330245,1080.797417,1154.815713,1356.489747,1446.427272,1478.38925,1733.774339,1805.943918,1782.6875,1997.135557,1972.694945,1259.28018,1084.537377,1538.668752,1792.873026,1962.105741,2079.874586,2212.677673,2401.002801,2595.593375,3123.053543,3373.428343,3567.538198,3885.259968,4306.672971,4656.896337,4869.507787,4823.509473,4743.849067,4777.022482,4626.43676,,
"Egypt, Arab Rep.",EGY,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,220.6644778,230.6213842,244.5355552,258.6046088,225.8750068,271.283841,294.0583307,299.6531341,287.9375856,284.020294,312.5316923,329.0535874,437.4637648,481.7093083,510.9287935,563.7567901,643.3382608,647.2029878,552.0035404,590.390716,587.6541762,549.3817118,604.2899957,667.4797676,742.0762258,843.7235564,921.103599,1075.036068,1173.643758,1198.259153,1290.348414,1268.900214,1112.798612,1012.700123,923.2594786,993.8705533,1176.343383,1422.283657,1702.776766,2030.301618,2252.766679,2342.796623,2741.760712,2788.580957,2911.325808,3247.878377,3215.251093,2165.534778,2216.490615,,
Euro area,EMU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1973.104224,2217.564186,2657.004305,3428.273828,3827.905608,4387.245988,4566.818842,5163.471392,6310.501692,7602.87746,8408.394015,7203.209102,6926.115641,6735.406763,6456.019593,6625.773196,9316.933084,11511.92816,12654.31802,12867.47395,16083.54996,16573.59089,18168.38399,16500.21209,17343.72351,20006.66108,20222.77953,18456.64174,18914.51984,18796.80558,17019.35914,17169.97828,18479.96788,22692.51471,26022.87972,26808.80197,28444.62743,32444.21077,35011.33165,31805.78906,31142.82419,33701.15304,31111.69629,32362.30178,32979.38804,28332.38353,29067.7018,30723.10162,33049.51117,,
Eritrea,ERI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.7954322,205.610115,218.7816439,257.8430629,256.3206127,283.2063092,266.9948267,263.2159856,270.7680847,252.2163352,282.959241,348.5534189,338.013626,364.6923992,382.0347414,385.5101715,520.2988458,436.0673675,452.1896571,,,,,,,,,
Spain,ESP,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1055.134859,1189.499011,1505.173408,1990.893952,2434.241073,2816.806372,2867.267365,3168.692495,3806.776117,5026.473332,5365.850341,4573.787204,4379.402369,3770.218784,3773.89625,3983.616971,5586.811566,7101.975565,8351.308715,9260.312855,11991.74668,12891.39606,14017.92063,11587.13787,11478.00598,13449.3088,13900.68211,12724.53096,13324.19352,13613.35621,12746.64412,13202.6539,14656.75681,18506.77614,21336.21789,22501.11022,24009.6262,27342.22344,29476.15661,26731.1252,25459.59934,26176.19557,23565.6385,24227.55297,24650.84332,21692.52482,22456.78993,23805.01873,25698.33915,,
Estonia,EST,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3406.05411,3745.009575,4409.960448,5881.487252,7260.092008,8609.36185,10333.46547,13298.92555,14639.84714,11797.07546,11499.385,13914.3096,14021.65702,15595.42826,16522.99954,14323.66893,14844.51899,16736.31258,19214.48956,,
Ethiopia,ETH,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,180.4831953,177.0171872,203.2443401,185.5287946,216.5152947,211.0889329,219.999295,217.9824602,220.9995258,222.9990143,238.2957936,171.7839929,139.7175329,96.70623016,94.14041237,105.2623457,103.3437103,86.40239447,93.90661341,97.57758282,94.88563205,80.93452977,72.08132714,92.44165314,117.0406566,145.3692664,177.1841932,244.7304619,290.1605536,261.2811661,263.71194,350.7393213,373.828312,422.7988235,472.2912821,520.9992301,547.3840425,561.9815619,,
European Union,EUU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1646.911387,1847.06691,2211.015538,2845.481473,3170.70544,3650.194473,3807.399399,4281.516119,5202.392812,6251.853632,6905.366292,5932.937561,5677.926223,5502.624623,5295.059541,5436.629603,7616.851381,9410.536187,10322.7481,10500.46315,13064.88491,13469.2724,14741.98468,13351.71272,14124.52258,16386.24989,16646.85869,15253.60949,15685.55563,15587.08584,14223.78971,14395.11131,15570.61474,19122.40002,21999.99154,22884.1315,24418.20839,28072.64737,30608.90267,27565.3833,27261.51941,29582.87874,27410.75549,28596.20777,29160.609,25118.18743,25759.31169,27338.65074,29453.35539,,
Fragile and conflict affected situations,FCS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,100.2097028,115.8461347,132.9363293,170.7084543,204.052917,237.4246194,246.8204397,262.9856699,267.1036755,347.6365368,582.7139346,555.1553194,446.6068656,385.1975891,383.0247766,349.9253847,325.3512652,349.4269798,287.5832593,475.2384878,499.5863202,484.1284486,419.5338289,398.5960319,474.5155025,480.1573723,528.2513132,549.8550094,567.917711,622.6398575,623.5276344,592.1496824,596.689626,718.4220012,861.9018686,1088.980253,1307.475831,1672.627684,1601.342832,1843.280389,1750.215433,1998.08318,2068.855528,2286.752363,,,,,,
Finland,FIN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2137.893109,2331.777412,2722.306166,3559.935109,4481.94651,5229.751936,5605.992088,5796.104342,6254.733424,7740.970701,9262.689849,8941.341451,8947.928355,8545.407068,8840.973093,9305.618333,12247.00474,15131.7745,17981.03391,19230.19835,22301.9945,19441.05195,16726.97862,13112.34883,15459.12188,20757.26392,20574.82452,20049.51481,21138.65261,21505.07233,20019.97653,20684.43689,22351.94701,26996.59081,31444.81316,32320.35593,34290.39283,40123.45584,43949.27926,38621.05977,38213.82335,41709.43949,38691.99014,40403.35062,41063.36615,35071.77465,35799.05376,37753.76408,41000.95481,,
Fiji,FJI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,1682.368939,1684.629556,1537.148662,1431.987428,1473.958759,1423.63894,1599.213003,1436.591573,1345.29697,1432.281149,1569.336084,1615.964514,1766.19613,1873.628398,2017.434019,2217.899733,2393.707276,2286.207286,1767.398689,2046.649703,1866.84137,1799.053655,2063.076048,2550.425596,3030.045396,3383.699013,3267.444477,3638.616854,3736.864603,3067.434317,3221.781438,3701.906457,3856.368275,4204.629714,4756.602434,4591.393046,4800.702427,5092.427267,5137.379301,,
France,FRA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2514.628371,2783.986115,3371.691042,4337.314833,4608.993481,5756.284809,5897.030244,6445.469733,7988.808637,9642.251544,10914.31282,9481.300544,8906.704857,8414.805116,7913.612728,8260.771483,11563.1713,13961.5842,15147.3435,15111.54853,18564.69048,18318.7159,20162.67211,18931.42478,19882.4385,22820.36556,22951.27811,20809.75499,21532.60709,21426.09649,19294.26192,19356.81284,20632.07541,25269.59846,28831.61853,29725.90449,31166.15219,35446.52302,38533.55717,35101.59539,34362.55143,37138.07826,34395.20554,35867.25673,36186.25183,30896.22767,31182.4688,32708.48557,34835.01215,,
Faroe Islands,FRO,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2968.577252,3217.104302,3264.030247,3470.356004,3369.085577,,
Gabon,GAB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,405.1438431,456.5808679,502.695309,877.7996448,1129.469203,1721.983278,2834.937493,2362.12726,1725.937071,1247.198407,3175.046894,3641.835404,3555.993332,3005.580654,2845.33193,2486.715999,2672.615867,2206.484253,3016.233016,2662.446799,3031.812891,3219.804626,2961.540935,2013.384826,2114.86873,2319.03976,2413.998059,2305.215817,2501.361258,2254.127178,1750.03047,2308.364536,2609.792176,3152.602296,3133.717154,3657.557535,3675.793698,4050.666929,4542.831025,4509.171393,4587.1536,5195.932329,5137.757699,5457.011401,6226.068493,5205.011721,4993.750325,4984.080835,5205.099432,,
United Kingdom,GBR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2256.512639,2522.13012,2868.254504,3230.842765,3440.656286,4045.69718,3874.206167,4291.767021,5451.152325,6948.086047,8779.910558,8298.397243,7957.52268,7582.908169,7129.838273,7456.157384,9363.812632,11469.98159,14010.06672,14048.12871,16307.74377,17062.12218,17866.88853,16082.7602,17641.49529,19202.04875,20185.40667,22723.25363,24692.85579,24716.74545,24284.58263,23981.61836,26163.56805,29996.80465,35075.35546,36694.64953,38315.21547,43161.69256,39715.40765,32389.22159,33417.48164,35730.86259,35528.63026,36035.21909,39476.90071,37385.56402,34098.89757,33877.20545,35825.11227,,
Georgia,GEO,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.4290594,629.3259216,678.6095649,718.8750698,763.6100174,897.1515734,1188.513891,1495.364996,1839.597858,2383.857635,2987.177118,2523.405326,2809.441323,3406.084175,3862.171184,4019.086794,4168.151136,3488.417492,3443.663357,3665.710534,4014.090432,,
Ghana,GHA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,248.7536574,212.0403594,241.7060162,277.7971639,261.8697733,253.3926027,291.2583161,332.7609853,353.6881637,376.2328646,354.1534063,331.0449187,322.6796616,334.0433792,327.3859209,398.7239624,337.1082174,335.3708486,332.4443522,364.5327102,401.5489133,373.9344185,319.4243596,276.3854214,321.3848222,333.3817696,329.0294758,345.480711,357.3499969,220.8872431,225.7781877,248.7516697,288.4042551,330.3485956,383.2482139,719.3775727,851.2452771,941.4424366,761.7339045,895.2829633,993.8868871,970.368878,1570.757753,1288.431882,1161.90093,1276.745362,1335.211557,1461.737353,,
Gibraltar,GIB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,274.1516005,291.8281287,334.9901557,324.0080527,346.873757,383.8205477,422.6163354,423.0363575,424.0374616,427.2689161,437.8480475,427.2551787,390.6500683,373.220554,310.4074551,283.5742111,289.6782562,293.7431,316.8166068,236.9592452,381.6784557,557.307624,577.776033,518.0398641,518.6874672,483.516595,536.7185252,566.410729,584.9010505,581.0058267,537.5291943,639.4861332,709.0856655,,
"Gambia, The",GMB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,315.9688996,277.9007818,265.5919519,240.1623049,210.5059289,292.1882466,236.5422832,261.5380186,267.4835064,247.2946008,253.9111476,579.8728745,576.185916,587.7771127,562.4532693,568.3760531,592.9642707,542.3848039,548.9228619,516.1491388,476.8239669,399.5296547,316.4312588,251.7192494,521.6013888,541.5870512,536.1086887,632.5639267,753.7356411,676.4489813,698.3704452,603.9245309,578.7248635,543.6999709,472.6292911,503.6212591,532.5767409,526.3554097,582.3317723,,
Guinea-Bissau,GNB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,126.0864448,182.4691031,190.4118672,185.6624491,153.7648819,172.0119184,137.9626524,172.3211688,158.0239614,200.6884719,228.428384,229.6139353,195.9162685,200.5375998,195.4938909,199.9469357,207.5721608,205.0424858,144.8225818,159.9743308,272.1318117,279.5779217,292.1504203,315.8512452,350.2308969,376.6883509,371.2065361,414.8596667,495.0177655,455.8631101,468.9342559,608.8495579,514.0352176,514.6693187,531.8146723,505.347706,562.5810419,624.8174692,696.1840291,,
Equatorial Guinea,GNQ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,178.3867957,102.38519,108.8242722,120.2755348,130.9458014,147.4121005,173.4239594,212.5167313,218.6439569,182.6285123,263.5938819,260.2878715,310.3461734,294.5999821,174.2169368,208.5946404,234.5897014,359.4549264,273.8214811,326.3679349,-45.04973404,,,,,-616.378494,3005.450501,4404.702075,5101.483224,4933.205788,2658.487697,4311.394397,4376.144443,5622.321479,5675.393058,5347.372026,4850.443939,4074.286862,3881.81906,,
Greece,GRC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1391.725152,1539.967302,1761.044332,2318.555699,2621.645063,2902.840222,3125.278613,3566.469153,4275.243078,5190.915002,5344.438258,4830.331232,5031.489217,4469.41665,4281.893831,4227.38283,4909.363365,5730.172608,6648.321977,6885.802803,8585.234425,9161.388466,10064.83057,9333.990673,9943.131285,11575.65668,12124.53503,11806.0601,11777.61149,11370.98518,10528.0416,10951.76591,12242.07905,15753.64152,18572.91096,19305.19675,20761.43375,23873.11214,26183.01429,24321.67441,21816.42465,20536.20191,18056.40145,17597.19781,17990.17222,15020.2328,15030.41016,15861.21689,16994.1723,,
Grenada,GRD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,329.9556018,340.2745432,406.019512,489.4058533,547.1426776,648.8245644,797.4533169,862.2047187,955.4147837,1053.340913,1121.799778,1087.876885,1115.409651,1133.866146,1142.290893,816.210167,781.5316224,843.8006592,883.768944,770.1246214,938.7210075,1013.473345,1085.013339,1202.685644,1320.176402,1373.069129,1516.381964,1619.642435,1482.997621,1513.283722,1436.24388,1534.749612,1574.598617,1670.182954,1839.353413,1965.480178,2136.591553,2386.467211,2239.868983,2387.398805,2699.263381,2846.244508,2930.245739,3113.226215,3323.78404,3477.966858,3721.032694,3741.498253,,
Guam,GUM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,663.2109339,596.6016738,482.9357194,484.2153318,422.5790996,456.6967536,499.7671603,321.4963947,402.6167602,331.0739742,378.5957339,279.7922091,345.4826416,473.134918,592.3008894,688.8769097,837.5972368,866.5843337,850.5945565,809.697357,867.077953,857.0705924,871.0397306,903.7685289,967.6805142,1036.480781,1933.458746,2281.186681,2395.589209,2525.964148,2661.914173,2893.441795,3130.971129,3295.90369,3597.482313,3698.495822,3723.242662,3760.640573,4048.123829,,
High income,HIC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2401.179637,2629.672302,3023.473324,3628.057606,3974.771713,4386.952566,4734.829793,5300.569055,6330.522998,7117.430121,7784.670168,7830.486166,7766.731215,7923.218989,8245.839437,8590.747704,10410.30584,11992.53638,13489.07741,13877.34418,15408.7402,16126.76718,17205.42398,17090.66608,18240.73091,20120.38512,20217.00828,19818.30468,19904.92573,20692.02166,20935.13934,20646.77706,21356.25466,23806.17765,26391.05977,27715.82762,29170.89781,31464.09336,32664.42971,30372.25798,31936.54522,34356.95242,34336.09598,34548.13567,35236.84066,33158.81661,33550.54109,34916.0263,36700.40828,,
"Hong Kong SAR, China",HKG,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,5131.069436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,243.4381368,258.9083265,282.6802969,309.3946318,330.0637702,377.4478006,451.8393278,814.466682,892.7317888,962.1447403,954.4187921,952.6845117,988.0022361,1052.913707,1105.279742,1154.624195,1222.179027,1120.506647,999.0661831,862.441087,789.7902593,813.938736,814.4903303,744.6391376,830.1793375,788.0636135,853.120168,927.0328152,913.8822997,983.0670961,1017.023621,1013.356525,1028.962378,1070.303798,1154.212744,1253.811964,1416.435615,1547.788507,1589.570255,1655.856357,1824.439164,1851.324505,1800.309748,1865.026966,1993.491207,2007.297802,2136.228123,2141.250892,,
Heavily indebted poor countries (HIPC),HPC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,332.6502388,324.630079,313.3655874,302.3185192,299.3162104,300.1446283,335.7754007,359.4632336,360.4894422,327.9494685,338.3800492,343.8735091,314.3390751,304.0510781,252.5965342,277.3877535,298.3614442,301.8135874,315.1931525,311.2182733,318.5551034,290.4260829,299.97344,323.9219831,358.2422333,388.4414544,437.4470101,501.559169,586.2814726,596.3540758,614.5235883,641.1685229,665.5147127,722.3483831,754.8263629,745.9366047,712.4370142,727.5569481,736.3291018,,
